name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"chicago, il",2018-04-22T03:00:00,44.4,40.7,19.2,36.09,0,0,,0,0,11.4,6.6,63,1027.8,88.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-22T04:00:00,44.5,41.4,20.6,38.25,0,0,,0,0,11.6,5.6,80,1028.1,88.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-22T05:00:00,44.5,40.5,22.1,40.67,0,0,,0,0,11.6,7.2,69,1027.5,88.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-22T06:00:00,43.5,39.4,25.5,48.78,0,0,,0,0,10.5,6.9,39,1027.8,78.4,9.9,6,0,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T07:00:00,44.3,39.5,27.4,51.22,0,0,,0,0,9.6,8.8,49,1028.6,78.4,9.9,37,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T08:00:00,46.5,43.5,28.2,48.78,0,0,,0,0,11.9,5.9,79,1028.8,78.4,9.9,179,0.6,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T09:00:00,50.3,50.3,26.6,39.67,0,0,,0,0,13.4,8.3,67,1028.7,78.4,9.9,292,1.1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T10:00:00,53.1,53.1,23.7,31.6,0,0,,0,0,15.4,8.8,95,1028.8,78.4,9.9,407,1.5,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T11:00:00,55.9,55.9,24.2,29.13,0,0,,0,0,17,12.3,77,1028.2,78.4,9.9,529,1.9,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T12:00:00,56.9,56.9,23.9,27.73,0,0,,0,0,19.2,15,74,1027.6,78.4,9.9,777,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T13:00:00,59.1,59.1,25.4,27.27,0,0,,0,0,20.1,14.4,77,1027,78.4,9.9,741,2.7,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T14:00:00,59.9,59.9,25.1,26.21,0,0,,0,0,25.3,15,63,1026.6,78.4,9.9,807,2.9,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T15:00:00,60,60,24.1,24.98,0,0,,0,0,21,15.8,59,1025.7,78.4,9.9,821,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T16:00:00,60.5,60.5,25.8,26.47,0,0,,0,0,23,15.8,40,1024.9,78.4,9.9,639,2.3,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T17:00:00,59.3,59.3,26.1,27.89,0,0,,0,0,21.7,14.9,37,1024.6,78.4,9.9,421,1.5,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T18:00:00,57.5,57.5,25.6,29.15,0,0,,0,0,20.4,14.2,35,1024.6,78.4,9.9,199,0.7,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T19:00:00,55.7,55.7,25,30.28,0,0,,0,0,19,14.2,40,1024.6,78.4,9.9,95,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T20:00:00,51,51,26.3,37.98,0,0,,0,0,17.9,13.7,40,1025.1,78.4,9.9,15,0.1,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-22T21:00:00,47.2,42.5,28.6,48.18,0,0,,0,0,17.4,10,32,1025.5,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-22T22:00:00,47.2,43,29.7,50.53,0,0,,0,0,17.4,8.6,32,1025.2,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-22T23:00:00,48.5,44.5,28.8,46.29,0,0,,0,0,17,9.3,58,1024.2,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T00:00:00,46.5,42.5,30,52.49,0,0,,0,0,16.3,7.9,60,1024.1,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T01:00:00,45.5,42.5,31.1,56.8,0,0,,0,0,16.1,5.8,73,1024,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T02:00:00,44.5,41.4,30.2,56.95,0,0,,0,0,12.1,5.5,46,1023.4,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T03:00:00,44.3,41.1,29.3,55.44,0,0,,0,0,11.9,5.6,58,1022.9,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T04:00:00,45.7,41.6,26.5,46.9,0,0,,0,0,14.1,7.7,54,1022.8,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T05:00:00,45.3,41.1,26.6,47.78,0,0,,0,0,15.4,7.8,47,1023.2,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T06:00:00,45.3,40.8,26.6,47.75,0,0,,0,0,15.9,8.4,38,1023.2,78.4,9.9,11,0,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T07:00:00,46.5,42.5,28.8,50.03,0,0,,0,0,16.3,7.8,31,1023.2,88.1,9.9,60,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T08:00:00,49.1,44.9,28.7,45.14,0,0,,0,0,17,10,31,1023.3,88.1,9.9,166,0.6,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T09:00:00,49.6,45,28.2,43.41,0,0,,0,0,17.9,11.8,30,1023.1,88.1,9.9,281,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T10:00:00,52.3,52.3,29.3,41.09,0,0,,0,0,19,11.8,38,1022.7,88.1,9.9,493,1.8,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T11:00:00,55,55,29.6,37.66,0,0,,0,0,19.2,12.7,34,1022,78.4,9.9,673,2.4,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T12:00:00,56.8,56.8,29.4,34.95,0,0,,0,0,19.7,14.4,42,1021.4,78.4,9.9,779,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T13:00:00,59.4,59.4,30.2,32.9,0,0,,0,0,20.1,13,19,1020.6,78.4,9.9,925,3.3,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T14:00:00,60.2,60.2,31.5,33.73,0,0,,0,0,22.1,12.6,32,1020.3,78.4,9.9,851,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T15:00:00,61.7,61.7,31.7,32.19,0,0,,0,0,21.9,13.9,38,1019.8,78.4,9.9,797,2.9,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T16:00:00,61.3,61.3,30.2,30.71,0,0,,0,0,21.9,15.1,40,1019.5,85.6,9.9,496,1.8,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T17:00:00,60.7,60.7,28.4,29.22,0,0,,0,0,21.9,16,26,1019.4,88.1,9.9,291,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T18:00:00,58.1,58.1,25.8,28.79,0,0,,0,0,20.8,12.7,27,1019.5,88.1,9.9,119,0.4,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T19:00:00,55.2,55.2,25.6,31.62,0,0,,0,0,18.3,11.4,33,1019.6,88.1,9.9,59,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T20:00:00,52.7,52.7,27,36.69,0,0,,0,0,17,11,63,1020,88.1,9.9,20,0.1,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-23T21:00:00,51.5,51.5,29.2,42.07,0,0,,0,0,15,10,38,1020.3,88.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T22:00:00,50.5,50.5,30.3,45.66,0,0,,0,0,12.1,6.7,35,1020,98.7,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-23T23:00:00,50.9,50.9,32.8,49.76,0,0,,0,0,9.2,5,8,1019.4,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T00:00:00,50.9,50.9,33.6,51.29,0,0,,0,0,6.5,1.1,8,1019.2,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T01:00:00,50.9,50.9,34.9,54.13,0,0,,0,0,6.3,4.8,31,1018.7,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T02:00:00,50.9,50.9,36.7,57.92,0,0,,0,0,9.4,3.3,25,1018.2,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T03:00:00,51.6,51.6,36.4,56.01,0,0,,0,0,9.6,3.8,5,1017.9,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T04:00:00,51.9,51.9,37.6,58.06,0,0,,0,0,9.4,3.3,70,1018,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T05:00:00,50.9,50.9,39.3,64.14,0,0,,0,0,8.9,5,47,1017.7,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T06:00:00,50,50,37.6,62.13,0,0,,0,0,8.7,7.2,25,1017.7,92.8,9.9,13,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T07:00:00,50.3,50.3,38.5,63.97,0,0,,0,0,9.2,5.5,24,1018.3,97.5,9.9,27,0.1,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T08:00:00,51.5,51.5,41,67.19,0,0,,0,0,9.6,4.4,2,1018.2,90.3,9.9,129,0.5,1,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T09:00:00,54.8,54.8,43.3,65.25,0,0,,0,0,10.5,5.8,2,1018,90.3,9.9,333,1.2,3,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T10:00:00,57,57,46.5,67.72,0,0,,0,0,12.3,9.6,73,1017.7,89,9.9,569,2,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T11:00:00,59,59,47.3,65.13,0,0,,0,0,14.3,7.7,47,1017.4,84.4,9.9,750,2.7,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T12:00:00,60.4,60.4,47.7,63,0,0,,0,0,15.9,13.7,33,1017.1,78.4,9.9,725,2.6,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T13:00:00,62.4,62.4,48.5,60.39,0,0,,0,0,16.8,8.4,51,1016.7,74.1,9.9,780,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T14:00:00,62.5,62.5,48.3,59.68,0,0,,0,0,15.9,9.6,26,1016.2,56.1,9.9,860,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T15:00:00,63.1,63.1,48.3,58.46,0,0,,0,0,16.1,9.4,32,1015.7,69.5,9.9,810,2.9,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T16:00:00,62.1,62.1,48.3,60.49,0,0,,0,0,16.1,10.3,48,1015.2,56.1,9.9,606,2.2,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T17:00:00,62.7,62.7,48.3,59.25,0,0,,0,0,15.7,9.2,21,1015.3,69.5,9.9,419,1.5,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T18:00:00,61.1,61.1,48.3,62.88,0,0,,0,0,14.8,8.9,36,1015.5,44,9.9,264,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T19:00:00,58.8,58.8,47.6,66.48,0,0,,0,0,13,8.2,43,1015.4,44,9.9,120,0.4,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T20:00:00,55.8,55.8,47.4,73.42,0,0,,0,0,11,8.9,56,1015.9,29.4,9.9,13,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-24T21:00:00,53.4,53.4,47.3,79.69,0,0,,0,0,11,7.7,40,1016.1,29.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T22:00:00,51.5,51.5,46.3,82.45,0,0,,0,0,12.8,9,9,1016.6,24.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-24T23:00:00,49.3,46,45.5,86.81,0,0,,0,0,16.8,7.7,16,1016.3,64.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T00:00:00,49.5,46,44.9,83.99,0,0,,0,0,21.9,8.4,3,1016.7,44,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T01:00:00,47.8,42,40.8,76.41,0,0,,0,0,21.6,14.5,9,1017.2,94.9,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T02:00:00,47.3,40.3,34.4,60.7,0,0,,0,0,25.3,19.3,11,1017.3,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T03:00:00,46.4,39.1,31.7,56.33,0,0,,0,0,31.1,19.2,6,1017.3,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T04:00:00,45.4,38.3,31.2,57.39,0,0,,0,0,33.5,16.8,11,1017.6,98.7,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T05:00:00,44.8,37.1,31.4,59.22,0,0,,0,0,23,18.1,10,1017.7,88.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T06:00:00,43.2,36.5,32.5,65.74,0,0,,0,0,24.2,13,9,1018.5,78.4,9.9,11,0,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T07:00:00,43.4,36,33.6,68.11,0,0,,0,0,23,15.8,1,1019.2,69.5,9.9,58,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T08:00:00,45.7,38.1,34.4,64.41,0,0,,0,0,25.3,19.3,17,1019.6,44,9.9,229,0.8,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T09:00:00,47.8,41.4,32.9,56.13,0,0,,0,0,27.8,16.8,20,1019.8,24.2,9.9,466,1.7,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T10:00:00,49.7,44.1,31.3,48.89,0,0,,0,0,21.9,16,20,1020.3,24.2,9.9,571,2.1,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T11:00:00,51.6,51.6,31.9,46.83,0,0,,0,0,24.6,17.3,40,1019.9,24.2,9.9,784.1,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T12:00:00,52.3,52.3,31.3,44.52,0,0,,0,0,24.2,15.5,27,1019.9,24.2,9.9,924,3.3,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T13:00:00,52.5,52.5,30.4,42.65,0,0,,0,0,24.9,17.6,36,1019.4,24.2,9.9,932,3.4,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T14:00:00,51.5,51.5,30.2,43.82,0,0,,0,0,23.5,13.3,45,1019.3,24.2,9.9,845,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T15:00:00,51.6,51.6,32,47.01,0,0,,0,0,22.8,14.5,53,1018.7,24.2,9.9,842,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T16:00:00,49.4,43.9,31.5,49.95,0,0,,0,0,21.9,14.6,53,1018.1,24.2,9.9,706,2.5,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T17:00:00,47.9,42.5,30.4,50.5,0,0,,0,0,22.4,13.2,51,1018.2,38.9,9.9,433,1.6,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T18:00:00,46.8,41.5,29,49.85,0,0,,0,0,20.6,11.7,45,1018.2,38.9,9.9,276,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T19:00:00,45.5,40.1,30,54.5,0,0,,0,0,17.4,11.1,48,1018,38.9,9.9,136,0.5,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T20:00:00,42.8,37.1,30.5,61.7,0,0,,0,0,13.4,10,52,1017.8,38.9,9.9,16,0.1,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-25T21:00:00,41.9,37.6,30.3,63.26,0,0,,0,0,8.5,6.6,31,1018,15.9,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T22:00:00,41.5,38.6,29.5,62.14,0,0,,0,0,7.2,4.6,42,1017.3,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-25T23:00:00,41.8,41.8,28.9,59.92,0,0,,0,0,7.6,2.2,16,1016.7,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T00:00:00,41.5,41.5,29.1,61.16,0,0,,0,0,7.6,0.8,356,1016.3,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T01:00:00,39,39,29.8,69.32,0,0,,0,0,6.9,2.2,305,1015.9,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T02:00:00,39,39,29.7,69.21,0,0,,0,0,4.7,0,0,1015.3,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T03:00:00,38.8,38.8,30.4,71.76,0,0,,0,0,5.8,3,327,1015,18,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T04:00:00,36.2,33.1,29,74.9,0,0,,0,0,7.6,3.8,308,1015.1,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T05:00:00,36,36,29.7,77.74,0,0,,0,0,7.8,0,0,1014.9,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T06:00:00,37.2,37.2,29.7,74.13,0,0,,0,0,6.5,0.8,334,1015,24.2,9.9,16,0.1,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T07:00:00,39.1,39.1,31.6,74.25,0,0,,0,0,4.9,2.6,328,1015.3,24.2,9.9,64,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T08:00:00,44.9,44.9,31.9,60.17,0,0,,0,0,7.6,0.4,349,1015.4,29.4,9.9,259,0.9,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T09:00:00,49.6,49.6,30.4,47.46,0,0,,0,0,7.4,0,0,1015.2,29.4,9.9,477,1.7,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T10:00:00,53.3,53.3,29.6,40.07,0,0,,0,0,7.4,0.6,328,1014.9,52.9,9.9,642,2.3,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T11:00:00,55.9,55.9,26.9,32.62,0,0,,0,0,9.8,0.6,38,1015,78.4,9.9,776,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T12:00:00,58,58,26.8,30.07,0,0,,0,0,12.3,4.8,148,1014.6,78.4,9.9,871,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T13:00:00,61.4,61.4,27.4,27.28,0,0,,0,0,12.8,4.4,10,1014,78.4,9.9,864,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T14:00:00,62.6,62.6,27,25.73,0,0,,0,0,11,4.3,110,1013.2,78.4,9.9,770,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T15:00:00,64.5,64.5,28.2,25.32,0,0,,0,0,11,5.8,320,1012.3,88.1,9.9,771,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T16:00:00,65,65,28.9,25.61,0,0,,0,0,17.2,9.6,255,1011.7,88.1,9.9,595,2.1,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T17:00:00,65.1,65.1,28.2,24.81,0,0,,0,0,11.9,2.4,289,1011.2,88.1,9.9,263,0.9,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T18:00:00,63.2,63.2,26.6,24.84,0,0,,0,0,11.4,8.8,147,1010.7,88.1,9.9,182,0.7,2,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
